year,spec.code,species,total.count,rel.abundance.total,total.scaled,logistic.id.total,rel.abundance.scaled,logistic.id.scaled,guild,guild2,observers,sampling.effort,effort.multiplier,sampling.time,num.observers,notes,survey.id,period,start.time,end.time,time,date.ymd,doy,day,month
2005,REDP,Redpoll,2,0.1,18.980392156862745,low,0.09797570850202428,low,passerine,passerine,"Pierre Foisy, Jonas Meyook",142,9.490196078431373,71,2,,29-Jun-05_LATE_2,LATE,19:30:00,20:41:00,19:57:00,2005-06-29,180,29,6
2005,RTLO,Red-throated Loon,1,0.1,7.372549019607844,low,0.12832764505119454,low,waterbird,duck,"Pierre Foisy, Jonas Meyook",250,7.372549019607844,125,2,,08-Jun-05_EARLY_1,EARLY,17:00:00,19:05:00,17:40:00,2005-06-08,159,8,6
2005,SAVS,Savannah Sparrow,0,0,0,low,0,low,passerine,passerine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,SEPL,Semipalmated Plover,4,0.13793103448275862,37.96078431372549,low,0.12470209339774556,low,shorebird,shorebird,"Pierre Foisy, Jonas Meyook",142,9.490196078431373,71,2,,29-Jun-05_LATE_2,LATE,19:30:00,20:41:00,19:36:00,2005-06-29,180,29,6
2005,SESA,Semipalmated Sandpiper,1,0.02631578947368421,9.490196078431373,low,0.023586744639376215,low,shorebird,shorebird,"Pierre Foisy, Jonas Meyook",142,9.490196078431373,71,2,,29-Jun-05_LATE_2,LATE,19:30:00,20:41:00,19:35:00,2005-06-29,180,29,6
2005,SNBU,Snow Bunting,3,0.1875,22.11764705882353,low,0.2517857142857143,low,passerine,passerine,"Pierre Foisy, Jonas Meyook",250,7.372549019607844,125,2,,08-Jun-05_EARLY_1,EARLY,17:00:00,19:05:00,17:02:00,2005-06-08,159,8,6
2006,BASA,Baird's Sandpiper,0,0,0,low,0,low,shorebird,shorebird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,BLGU,Black Guillemot,26,0.7027027027027027,241.6470588235294,high,0.6237473428484663,high,waterbird,other,"LeeJohn Meyook, Deon Arey",152,9.294117647058822,76,2,,30-Jun-06_LATE_2,LATE,15:06:00,16:22:00,15:48:00,2006-06-30,181,30,6
2006,COEI,Common Eider,36,0.631578947368421,334.5882352941176,high,0.7966386554621848,high,waterbird,duck,"LeeJohn Meyook, Deon Arey",152,9.294117647058822,76,2,,30-Jun-06_LATE_2,LATE,15:06:00,16:22:00,15:24:00,2006-06-30,181,30,6
2006,GLGU,Glaucous Gull,4,0.3076923076923077,37.17647058823529,low,0.31163708086785,low,waterbird,gull,"LeeJohn Meyook, Deon Arey",152,9.294117647058822,76,2,,30-Jun-06_LATE_2,LATE,15:06:00,16:22:00,15:14:00,2006-06-30,181,30,6
2006,GWFG,Greater White-fronted Goose,5,0.35714285714285715,47.84313725490196,low,0.44460641399416906,low,waterbird,duck,"Pierre Foisy, Albert Rufus",138,9.568627450980392,69,2,,09-Jun-06_EARLY_1,EARLY,15:25:00,16:34:00,15:51:00,2006-06-09,160,9,6
2006,LALO,Lapland Longspur,9,0.23684210526315788,86.11764705882352,low,0.20639097744360901,low,passerine,passerine,"Pierre Foisy, Albert Rufus",138,9.568627450980392,69,2,,09-Jun-06_EARLY_1,EARLY,15:25:00,16:34:00,15:27:00,2006-06-09,160,9,6
2006,LTJA,Long-tailed Jaeger,8,1,76.54901960784314,high,1,high,birdofprey,gull,"Pierre Foisy, Albert Rufus",138,9.568627450980392,69,2,"singing, flying, displaying",09-Jun-06_EARLY_1,EARLY,15:25:00,16:34:00,15:29:00,2006-06-09,160,9,6
2006,NOPI,Northern Pintail,3,0.058823529411764705,28.705882352941174,low,0.07594148770619358,low,waterbird,duck,"Pierre Foisy, Albert Rufus",138,9.568627450980392,69,2,"1 male, 1 female",09-Jun-06_EARLY_1,EARLY,15:25:00,16:34:00,15:33:00,2006-06-09,160,9,6
2006,REDP,Redpoll,0,0,0,low,0,low,passerine,passerine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,RTLO,Red-throated Loon,1,0.1,9.568627450980392,low,0.16655290102389078,low,waterbird,duck,"Pierre Foisy, Albert Rufus",138,9.568627450980392,69,2,,09-Jun-06_EARLY_1,EARLY,15:25:00,16:34:00,16:23:00,2006-06-09,160,9,6
2006,SAVS,Savannah Sparrow,0,0,0,low,0,low,passerine,passerine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,SEPL,Semipalmated Plover,5,0.1724137931034483,46.470588235294116,low,0.15265700483091785,low,shorebird,shorebird,"LeeJohn Meyook, Deon Arey",152,9.294117647058822,76,2,,30-Jun-06_LATE_2,LATE,15:06:00,16:22:00,15:07:00,2006-06-30,181,30,6
2006,SESA,Semipalmated Sandpiper,2,0.05263157894736842,18.588235294117645,low,0.04619883040935671,low,shorebird,shorebird,"LeeJohn Meyook, Deon Arey",152,9.294117647058822,76,2,,30-Jun-06_LATE_2,LATE,15:06:00,16:22:00,15:08:00,2006-06-30,181,30,6
2006,SNBU,Snow Bunting,6,0.375,55.764705882352935,low,0.6348214285714285,high,passerine,passerine,"LeeJohn Meyook, Deon Arey",152,9.294117647058822,76,2,,30-Jun-06_LATE_2,LATE,15:06:00,16:22:00,15:06:00,2006-06-30,181,30,6
2007,BASA,Baird's Sandpiper,10,0.7142857142857143,10,high,0.07783882783882783,low,shorebird,shorebird,"LeeJohn Meyook, Pierre Foisy, Harry Elias, Dion Arey, Cameron Eckert",575,1,115,5,,21-Jun-07_LATE-1_2,LATE,11:30:00,13:25:00,11:39:00,2007-06-21,172,21,6
2007,BLGU,Black Guillemot,0,0,0,low,0,low,waterbird,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,COEI,Common Eider,57,1,57,high,0.1357142857142857,low,waterbird,duck,"LeeJohn Meyook, Pierre Foisy, Harry Elias, Dion Arey, Cameron Eckert",575,1,115,5,8 males 6 females on ice laying down,21-Jun-07_LATE-1_2,LATE,11:30:00,13:25:00,12:40:00,2007-06-21,172,21,6
2007,GLGU,Glaucous Gull,4,0.3076923076923077,37.17647058823529,low,0.31163708086785,low,waterbird,gull,"LeeJohn Meyook, Deon Arey",152,9.294117647058822,76,2,,09-Jun-07_EARLY_1,EARLY,12:05:00,13:21:00,13:18:00,2007-06-09,160,9,6
2007,GWFG,Greater White-fronted Goose,2,0.14285714285714285,2,low,0.018586005830903786,low,waterbird,duck,"LeeJohn Meyook, Pierre Foisy, Harry Elias, Dion Arey, Cameron Eckert",575,1,115,5,,21-Jun-07_LATE-1_2,LATE,11:30:00,13:25:00,12:44:00,2007-06-21,172,21,6
2007,LALO,Lapland Longspur,36,0.9473684210526315,36,high,0.0862781954887218,low,passerine,passerine,"LeeJohn Meyook, Pierre Foisy, Harry Elias, Dion Arey, Cameron Eckert",575,1,115,5,,21-Jun-07_LATE-1_2,LATE,11:30:00,13:25:00,11:34:00,2007-06-21,172,21,6
2007,LTJA,Long-tailed Jaeger,1,0.125,9.294117647058822,low,0.1214139344262295,low,birdofprey,gull,"LeeJohn Meyook, Deon Arey",152,9.294117647058822,76,2,,09-Jun-07_EARLY_1,EARLY,12:05:00,13:21:00,12:42:00,2007-06-09,160,9,6
2007,NOPI,Northern Pintail,24,0.47058823529411764,24,low,0.06349206349206349,low,waterbird,duck,"LeeJohn Meyook, Pierre Foisy, Harry Elias, Dion Arey, Cameron Eckert",575,1,115,5,,21-Jun-07_LATE-1_2,LATE,11:30:00,13:25:00,12:47:00,2007-06-21,172,21,6
2007,REDP,Redpoll,12,0.6,12,high,0.061943319838056676,low,passerine,passerine,"LeeJohn Meyook, Pierre Foisy, Harry Elias, Dion Arey, Cameron Eckert",575,1,115,5,,21-Jun-07_LATE-1_2,LATE,11:30:00,13:25:00,11:41:00,2007-06-21,172,21,6
2007,RTLO,Red-throated Loon,2,0.2,2,low,0.0348122866894198,low,waterbird,duck,"LeeJohn Meyook, Pierre Foisy, Harry Elias, Dion Arey, Cameron Eckert",575,1,115,5,on water,21-Jun-07_LATE-1_2,LATE,11:30:00,13:25:00,12:41:00,2007-06-21,172,21,6
2007,SAVS,Savannah Sparrow,19,1,19,high,0.11453900709219858,low,passerine,passerine,"LeeJohn Meyook, Pierre Foisy, Harry Elias, Dion Arey, Cameron Eckert",575,1,115,5,,21-Jun-07_LATE-1_2,LATE,11:30:00,13:25:00,12:05:00,2007-06-21,172,21,6
2007,SEPL,Semipalmated Plover,14,0.4827586206896552,14,low,0.0459903381642512,low,shorebird,shorebird,"LeeJohn Meyook, Pierre Foisy, Harry Elias, Dion Arey, Cameron Eckert",575,1,115,5,,21-Jun-07_LATE-1_2,LATE,11:30:00,13:25:00,12:58:00,2007-06-21,172,21,6
2007,SESA,Semipalmated Sandpiper,6,0.15789473684210525,55.764705882352935,low,0.13859649122807013,low,shorebird,shorebird,"LeeJohn Meyook, Deon Arey",152,9.294117647058822,76,2,,09-Jun-07_EARLY_1,EARLY,12:05:00,13:21:00,12:18:00,2007-06-09,160,9,6
2007,SNBU,Snow Bunting,16,1,16,high,0.18214285714285713,low,passerine,passerine,"LeeJohn Meyook, Pierre Foisy, Harry Elias, Dion Arey, Cameron Eckert",575,1,115,5,,21-Jun-07_LATE-1_2,LATE,11:30:00,13:25:00,11:30:00,2007-06-21,172,21,6
2008,BASA,Baird's Sandpiper,1,0.07142857142857142,9.098039215686276,low,0.07081807081807082,low,shorebird,shorebird,"LeeJohn Meyook, Colin Gordon",162,9.098039215686276,81,2,,29-Jun-08_LATE_1,LATE,12:42:00,14:03:00,13:59:00,2008-06-29,181,29,6
2008,BLGU,Black Guillemot,1,0.02702702702702703,9.098039215686276,low,0.02348415831561899,low,waterbird,other,"LeeJohn Meyook, Colin Gordon",162,9.098039215686276,81,2,on the water,29-Jun-08_LATE_1,LATE,12:42:00,14:03:00,13:55:00,2008-06-29,181,29,6
2008,COEI,Common Eider,3,0.05263157894736842,27.294117647058826,low,0.06498599439775911,low,waterbird,duck,"LeeJohn Meyook, Colin Gordon",162,9.098039215686276,81,2,on the water + sandspit,29-Jun-08_LATE_1,LATE,12:42:00,14:03:00,14:02:00,2008-06-29,181,29,6
2008,GLGU,Glaucous Gull,0,0,0,low,0,low,waterbird,gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,GWFG,Greater White-fronted Goose,0,0,0,low,0,low,waterbird,duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,LALO,Lapland Longspur,12,0.3157894736842105,109.1764705882353,low,0.2616541353383459,low,passerine,passerine,"LeeJohn Meyook, Colin Gordon",162,9.098039215686276,81,2,,29-Jun-08_LATE_1,LATE,12:42:00,14:03:00,12:55:00,2008-06-29,181,29,6
2008,LTJA,Long-tailed Jaeger,0,0,0,low,0,low,birdofprey,gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,NOPI,Northern Pintail,2,0.0392156862745098,18.196078431372552,low,0.04813777362796971,low,waterbird,duck,"LeeJohn Meyook, Colin Gordon",162,9.098039215686276,81,2,,29-Jun-08_LATE_1,LATE,12:42:00,14:03:00,12:51:00,2008-06-29,181,29,6
2008,REDP,Redpoll,4,0.2,36.392156862745104,low,0.18785425101214576,low,passerine,passerine,"LeeJohn Meyook, Colin Gordon",162,9.098039215686276,81,2,,29-Jun-08_LATE_1,LATE,12:42:00,14:03:00,13:21:00,2008-06-29,181,29,6
2008,RTLO,Red-throated Loon,3,0.3,27.294117647058826,low,0.47508532423208194,low,waterbird,duck,"LeeJohn Meyook, Colin Gordon",162,9.098039215686276,81,2,on the water,29-Jun-08_LATE_1,LATE,12:42:00,14:03:00,13:31:00,2008-06-29,181,29,6
2008,SAVS,Savannah Sparrow,10,0.5263157894736842,90.98039215686276,high,0.5484633569739954,high,passerine,passerine,"LeeJohn Meyook, Colin Gordon",162,9.098039215686276,81,2,,29-Jun-08_LATE_1,LATE,12:42:00,14:03:00,13:04:00,2008-06-29,181,29,6
2008,SEPL,Semipalmated Plover,1,0.034482758620689655,9.098039215686276,low,0.02988727858293076,low,shorebird,shorebird,"LeeJohn Meyook, Colin Gordon",162,9.098039215686276,81,2,,29-Jun-08_LATE_1,LATE,12:42:00,14:03:00,13:56:00,2008-06-29,181,29,6
2008,SESA,Semipalmated Sandpiper,3,0.07894736842105263,27.294117647058826,low,0.06783625730994151,low,shorebird,shorebird,"LeeJohn Meyook, Colin Gordon",162,9.098039215686276,81,2,,29-Jun-08_LATE_1,LATE,12:42:00,14:03:00,12:50:00,2008-06-29,181,29,6
2008,SNBU,Snow Bunting,7,0.4375,63.68627450980393,low,0.7250000000000001,high,passerine,passerine,"LeeJohn Meyook, Colin Gordon",162,9.098039215686276,81,2,"Weather for Survey period:  broken cloud, N wind at 7-10, +9C",29-Jun-08_LATE_1,LATE,12:42:00,14:03:00,12:44:00,2008-06-29,181,29,6
2009,BASA,Baird's Sandpiper,4,0.2857142857142857,38.74509803921569,low,0.30158730158730157,low,shorebird,shorebird,"Pierre Foisy, Frank Doyle",132,9.686274509803923,66,2,"singing, flying",29-Jun-09_LATE_2,LATE,16:31:00,17:37:00,16:42:00,2009-06-29,180,29,6
2009,BLGU,Black Guillemot,2,0.05405405405405406,19.372549019607845,low,0.0500050612410163,low,waterbird,other,"Pierre Foisy, Frank Doyle",132,9.686274509803923,66,2,,29-Jun-09_LATE_2,LATE,16:31:00,17:37:00,17:27:00,2009-06-29,180,29,6
2009,COEI,Common Eider,32,0.5614035087719298,286.11764705882354,high,0.6812324929971989,high,waterbird,duck,"LeeJohn Meyook, Samuel McLeod",170,8.941176470588236,85,2,,09-Jun-09_EARLY_1,EARLY,12:50:00,14:15:00,13:44:00,2009-06-09,160,9,6
2009,GLGU,Glaucous Gull,0,0,0,low,0,low,waterbird,gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,GWFG,Greater White-fronted Goose,3,0.21428571428571427,26.823529411764707,low,0.24927113702623904,low,waterbird,duck,"LeeJohn Meyook, Samuel McLeod",170,8.941176470588236,85,2,"singing, flying",09-Jun-09_EARLY_1,EARLY,12:50:00,14:15:00,13:23:00,2009-06-09,160,9,6
2009,LALO,Lapland Longspur,15,0.39473684210526316,134.11764705882354,low,0.32142857142857145,low,passerine,passerine,"LeeJohn Meyook, Samuel McLeod",170,8.941176470588236,85,2,"singing, flying",09-Jun-09_EARLY_1,EARLY,12:50:00,14:15:00,12:51:00,2009-06-09,160,9,6
2009,LTJA,Long-tailed Jaeger,0,0,0,low,0,low,birdofprey,gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,NOPI,Northern Pintail,4,0.0784313725490196,35.76470588235294,low,0.09461562402738874,low,waterbird,duck,"LeeJohn Meyook, Samuel McLeod",170,8.941176470588236,85,2,,09-Jun-09_EARLY_1,EARLY,12:50:00,14:15:00,13:40:00,2009-06-09,160,9,6
2009,REDP,Redpoll,20,1,193.72549019607845,high,1,high,passerine,passerine,"Pierre Foisy, Frank Doyle",132,9.686274509803923,66,2,,29-Jun-09_LATE_2,LATE,16:31:00,17:37:00,16:46:00,2009-06-29,180,29,6
2009,RTLO,Red-throated Loon,4,0.4,35.76470588235294,low,0.6225255972696245,high,waterbird,duck,"LeeJohn Meyook, Samuel McLeod",170,8.941176470588236,85,2,,09-Jun-09_EARLY_1,EARLY,12:50:00,14:15:00,13:04:00,2009-06-09,160,9,6
2009,SAVS,Savannah Sparrow,11,0.5789473684210527,106.54901960784315,high,0.6423167848699765,high,passerine,passerine,"Pierre Foisy, Frank Doyle",132,9.686274509803923,66,2,raw data written SASP,29-Jun-09_LATE_2,LATE,16:31:00,17:37:00,16:34:00,2009-06-29,180,29,6
2009,SEPL,Semipalmated Plover,5,0.1724137931034483,48.43137254901961,low,0.15909822866344606,low,shorebird,shorebird,"Pierre Foisy, Frank Doyle",132,9.686274509803923,66,2,raw data written SPPL,29-Jun-09_LATE_2,LATE,16:31:00,17:37:00,17:20:00,2009-06-29,180,29,6
2009,SESA,Semipalmated Sandpiper,7,0.18421052631578946,62.58823529411765,low,0.15555555555555553,low,shorebird,shorebird,"LeeJohn Meyook, Samuel McLeod",170,8.941176470588236,85,2,,09-Jun-09_EARLY_1,EARLY,12:50:00,14:15:00,13:00:00,2009-06-09,160,9,6
2009,SNBU,Snow Bunting,7,0.4375,67.80392156862746,low,0.7718750000000001,high,passerine,passerine,"Pierre Foisy, Frank Doyle",132,9.686274509803923,66,2,,29-Jun-09_LATE_2,LATE,16:31:00,17:37:00,16:32:00,2009-06-29,180,29,6
2010,BASA,Baird's Sandpiper,6,0.42857142857142855,65.88235294117646,low,0.5128205128205127,high,shorebird,shorebird,LeeJohn Meyook,66,10.980392156862745,66,1,,09-Jun-10_EARLY_1,EARLY,13:45:00,14:51:00,13:52:00,2010-06-09,160,9,6
2010,BLGU,Black Guillemot,29,0.7837837837837838,232,high,0.5988460370482842,high,waterbird,other,"Edward McLeod, Jeremy Hansen",218,8,109,2,"singing, flying",29-Jun-10_LATE_2,LATE,18:49:00,20:38:00,20:30:00,2010-06-29,180,29,6
2010,COEI,Common Eider,13,0.22807017543859648,104,low,0.24761904761904763,low,waterbird,duck,"Edward McLeod, Jeremy Hansen",218,8,109,2,,29-Jun-10_LATE_2,LATE,18:49:00,20:38:00,19:59:00,2010-06-29,180,29,6
2010,GLGU,Glaucous Gull,4,0.3076923076923077,32,low,0.2682445759368836,low,waterbird,gull,"Edward McLeod, Jeremy Hansen",218,8,109,2,,29-Jun-10_LATE_2,LATE,18:49:00,20:38:00,18:49:00,2010-06-29,180,29,6
2010,GWFG,Greater White-fronted Goose,0,0,0,low,0,low,waterbird,duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,LALO,Lapland Longspur,38,1,417.2549019607843,high,1,high,passerine,passerine,LeeJohn Meyook,66,10.980392156862745,66,1,,09-Jun-10_EARLY_1,EARLY,13:45:00,14:51:00,13:45:00,2010-06-09,160,9,6
2010,LTJA,Long-tailed Jaeger,1,0.125,10.980392156862745,low,0.14344262295081966,low,birdofprey,gull,LeeJohn Meyook,66,10.980392156862745,66,1,,09-Jun-10_EARLY_1,EARLY,13:45:00,14:51:00,13:59:00,2010-06-09,160,9,6
2010,NOPI,Northern Pintail,0,0,0,low,0,low,waterbird,duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,REDP,Redpoll,7,0.35,76.86274509803921,low,0.3967611336032388,low,passerine,passerine,LeeJohn Meyook,66,10.980392156862745,66,1,"singing, flying",09-Jun-10_EARLY_1,EARLY,13:45:00,14:51:00,14:14:00,2010-06-09,160,9,6
2010,RTLO,Red-throated Loon,0,0,0,low,0,low,waterbird,duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,SAVS,Savannah Sparrow,1,0.05263157894736842,8,low,0.04822695035460993,low,passerine,passerine,"Edward McLeod, Jeremy Hansen",218,8,109,2,,29-Jun-10_LATE_2,LATE,18:49:00,20:38:00,20:23:00,2010-06-29,180,29,6
2010,SEPL,Semipalmated Plover,6,0.20689655172413793,65.88235294117646,low,0.21642512077294682,low,shorebird,shorebird,LeeJohn Meyook,66,10.980392156862745,66,1,"singing, flying",09-Jun-10_EARLY_1,EARLY,13:45:00,14:51:00,13:52:00,2010-06-09,160,9,6
2010,SESA,Semipalmated Sandpiper,4,0.10526315789473684,43.92156862745098,low,0.10916179337231967,low,shorebird,shorebird,LeeJohn Meyook,66,10.980392156862745,66,1,,09-Jun-10_EARLY_1,EARLY,13:45:00,14:51:00,14:01:00,2010-06-09,160,9,6
2010,SNBU,Snow Bunting,8,0.5,87.84313725490196,low,1,high,passerine,passerine,LeeJohn Meyook,66,10.980392156862745,66,1,,09-Jun-10_EARLY_1,EARLY,13:45:00,14:51:00,13:45:00,2010-06-09,160,9,6
2011,BASA,Baird's Sandpiper,1,0.07142857142857142,8.666666666666668,low,0.06746031746031746,low,shorebird,shorebird,"LeeJohn Meyook, Samuel McLeod",184,8.666666666666668,92,2,,09-Jun-11_EARLY_1,EARLY,16:52:00,18:24:00,17:30:00,2011-06-09,160,9,6
2011,BLGU,Black Guillemot,0,0,0,low,0,low,waterbird,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,COEI,Common Eider,36,0.631578947368421,312.00000000000006,high,0.742857142857143,high,waterbird,duck,"LeeJohn Meyook, Samuel McLeod",184,8.666666666666668,92,2,,09-Jun-11_EARLY_1,EARLY,16:52:00,18:24:00,17:24:00,2011-06-09,160,9,6
2011,GLGU,Glaucous Gull,7,0.5384615384615384,60.66666666666667,high,0.5085470085470085,high,waterbird,gull,"LeeJohn Meyook, Samuel McLeod",184,8.666666666666668,92,2,,09-Jun-11_EARLY_1,EARLY,16:52:00,18:24:00,16:52:00,2011-06-09,160,9,6
2011,GWFG,Greater White-fronted Goose,8,0.5714285714285714,69.33333333333334,high,0.6443148688046647,high,waterbird,duck,"LeeJohn Meyook, Samuel McLeod",184,8.666666666666668,92,2,,09-Jun-11_EARLY_1,EARLY,16:52:00,18:24:00,17:45:00,2011-06-09,160,9,6
2011,LALO,Lapland Longspur,15,0.39473684210526316,130.00000000000003,low,0.3115601503759399,low,passerine,passerine,"LeeJohn Meyook, Samuel McLeod",184,8.666666666666668,92,2,,09-Jun-11_EARLY_1,EARLY,16:52:00,18:24:00,16:53:00,2011-06-09,160,9,6
2011,LTJA,Long-tailed Jaeger,0,0,0,low,0,low,birdofprey,gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,NOPI,Northern Pintail,0,0,0,low,0,low,waterbird,duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,REDP,Redpoll,0,0,0,low,0,low,passerine,passerine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,RTLO,Red-throated Loon,3,0.3,26.000000000000004,low,0.4525597269624574,low,waterbird,duck,"LeeJohn Meyook, Samuel McLeod",184,8.666666666666668,92,2,,09-Jun-11_EARLY_1,EARLY,16:52:00,18:24:00,18:21:00,2011-06-09,160,9,6
2011,SAVS,Savannah Sparrow,13,0.6842105263157895,112.66666666666669,high,0.67919621749409,high,passerine,passerine,"LeeJohn Meyook, Samuel McLeod",184,8.666666666666668,92,2,,09-Jun-11_EARLY_1,EARLY,16:52:00,18:24:00,16:56:00,2011-06-09,160,9,6
2011,SEPL,Semipalmated Plover,0,0,0,low,0,low,shorebird,shorebird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,SESA,Semipalmated Sandpiper,8,0.21052631578947367,69.33333333333334,low,0.1723196881091618,low,shorebird,shorebird,"LeeJohn Meyook, Samuel McLeod",184,8.666666666666668,92,2,,09-Jun-11_EARLY_1,EARLY,16:52:00,18:24:00,17:00:00,2011-06-09,160,9,6
2011,SNBU,Snow Bunting,0,0,0,low,0,low,passerine,passerine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,BASA,Baird's Sandpiper,10,0.7142857142857143,92.15686274509804,high,0.7173382173382172,high,shorebird,shorebird,"Edward McLeod, Samuel McLeod",156,9.215686274509803,78,2,,29-Jun-12_LATE_2,LATE,15:31:00,16:49:00,15:41:00,2012-06-29,181,29,6
2012,BLGU,Black Guillemot,7,0.1891891891891892,64.50980392156862,low,0.1665148294361777,low,waterbird,other,"Edward McLeod, Samuel McLeod",156,9.215686274509803,78,2,,29-Jun-12_LATE_2,LATE,15:31:00,16:49:00,15:37:00,2012-06-29,181,29,6
2012,COEI,Common Eider,39,0.6842105263157895,302.05882352941177,high,0.719187675070028,high,waterbird,duck,"Edward McLeod, Samuel McLeod, Cameron Eckert",231,7.745098039215686,77,3,,09-Jun-12_EARLY_1,EARLY,12:16:00,13:33:00,12:20:00,2012-06-09,161,9,6
2012,GLGU,Glaucous Gull,4,0.3076923076923077,30.980392156862745,low,0.25969756738987504,low,waterbird,gull,"Edward McLeod, Samuel McLeod, Cameron Eckert",231,7.745098039215686,77,3,,09-Jun-12_EARLY_1,EARLY,12:16:00,13:33:00,13:30:00,2012-06-09,161,9,6
2012,GWFG,Greater White-fronted Goose,4,0.2857142857142857,30.980392156862745,low,0.28790087463556846,low,waterbird,duck,"Edward McLeod, Samuel McLeod, Cameron Eckert",231,7.745098039215686,77,3,,09-Jun-12_EARLY_1,EARLY,12:16:00,13:33:00,12:35:00,2012-06-09,161,9,6
2012,LALO,Lapland Longspur,22,0.5789473684210527,202.74509803921566,high,0.48590225563909767,low,passerine,passerine,"Edward McLeod, Samuel McLeod",156,9.215686274509803,78,2,,29-Jun-12_LATE_2,LATE,15:31:00,16:49:00,15:35:00,2012-06-29,181,29,6
2012,LTJA,Long-tailed Jaeger,0,0,0,low,0,low,birdofprey,gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NOPI,Northern Pintail,4,0.0784313725490196,30.980392156862745,low,0.0819587094096898,low,waterbird,duck,"Edward McLeod, Samuel McLeod, Cameron Eckert",231,7.745098039215686,77,3,,09-Jun-12_EARLY_1,EARLY,12:16:00,13:33:00,13:22:00,2012-06-09,161,9,6
2012,REDP,Redpoll,13,0.65,119.80392156862744,high,0.6184210526315789,high,passerine,passerine,"Edward McLeod, Samuel McLeod",156,9.215686274509803,78,2,"singing, flying",29-Jun-12_LATE_2,LATE,15:31:00,16:49:00,15:31:00,2012-06-29,181,29,6
2012,RTLO,Red-throated Loon,0,0,0,low,0,low,waterbird,duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,SAVS,Savannah Sparrow,18,0.9473684210526315,165.88235294117646,high,1,high,passerine,passerine,"Edward McLeod, Samuel McLeod",156,9.215686274509803,78,2,,29-Jun-12_LATE_2,LATE,15:31:00,16:49:00,15:31:00,2012-06-29,181,29,6
2012,SEPL,Semipalmated Plover,6,0.20689655172413793,46.470588235294116,low,0.15265700483091785,low,shorebird,shorebird,"Edward McLeod, Samuel McLeod, Cameron Eckert",231,7.745098039215686,77,3,,09-Jun-12_EARLY_1,EARLY,12:16:00,13:33:00,12:16:00,2012-06-09,161,9,6
2012,SESA,Semipalmated Sandpiper,7,0.18421052631578946,64.50980392156862,low,0.1603313840155945,low,shorebird,shorebird,"Edward McLeod, Samuel McLeod",156,9.215686274509803,78,2,"singing, flying",29-Jun-12_LATE_2,LATE,15:31:00,16:49:00,15:33:00,2012-06-29,181,29,6
2012,SNBU,Snow Bunting,4,0.25,36.86274509803921,low,0.4196428571428571,low,passerine,passerine,"Edward McLeod, Samuel McLeod",156,9.215686274509803,78,2,,29-Jun-12_LATE_2,LATE,15:31:00,16:49:00,15:35:00,2012-06-29,181,29,6
2013,BASA,Baird's Sandpiper,3,0.21428571428571427,16.823529411764703,low,0.1309523809523809,low,shorebird,shorebird,"Edward McLeod, Samuel McLeod",340,5.607843137254902,170,2,,29-Jun-13_LATE_2,LATE,13:31:00,16:21:00,15:16:00,2013-06-29,180,29,6
2013,BLGU,Black Guillemot,0,0,0,low,0,low,waterbird,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
