"observation.id","survey.id","date.ymd","doy","species","spec.code","guild","total","time","sampling.time","num.observers","sampling.effort","effort.multiplier","breed","behaviour","notes","observers","guild2","date","period","year","month","day","survey.num","transect","start.time","end.time","rec.num","end.time.filled","transect.id"
1564,"9-Jun-10_EARLY_1",2010-06-09,160,"redpoll sp.","REDP","passerine",2,14:50:00,66,1,66,26.45,"","singing","singing, flying","LeeJohn Meyook","passerine","9-Jun-10","EARLY",2010,6,9,1,3,13:45:00,14:51:00,1500,TRUE,"9-Jun-10_EARLY_1_3"
1565,"9-Jun-10_EARLY_1",2010-06-09,160,"redpoll sp.","REDP","passerine",2,14:51:00,66,1,66,26.45,"","flying","","LeeJohn Meyook","passerine","9-Jun-10","EARLY",2010,6,9,1,3,13:45:00,14:51:00,1501,TRUE,"9-Jun-10_EARLY_1_3"
1566,"29-Jun-10_LATE_2",2010-06-29,180,"Glaucous Gull","GLGU","waterbird",2,18:49:00,109,2,218,18.85,"","singing","","Edward McLeod, Jeremy Hansen","gull","29-Jun-10","LATE",2010,6,29,2,1,18:49:00,20:38:00,1505,TRUE,"29-Jun-10_LATE_2_1"
1567,"29-Jun-10_LATE_2",2010-06-29,180,"Lapland Longspur","LALO","passerine",1,19:44:00,109,2,218,18.85,"","singing","singing, flying","Edward McLeod, Jeremy Hansen","passerine","29-Jun-10","LATE",2010,6,29,2,1,18:49:00,20:38:00,1502,TRUE,"29-Jun-10_LATE_2_1"
1568,"29-Jun-10_LATE_2",2010-06-29,180,"Tundra Swan","TUSW","waterbird",2,19:45:00,109,2,218,18.85,"","flying","","Edward McLeod, Jeremy Hansen","duck","29-Jun-10","LATE",2010,6,29,2,1,18:49:00,20:38:00,1503,TRUE,"29-Jun-10_LATE_2_1"
1569,"29-Jun-10_LATE_2",2010-06-29,180,"redpoll sp.","REDP","passerine",1,19:48:00,109,2,218,18.85,"nest","nest","","Edward McLeod, Jeremy Hansen","passerine","29-Jun-10","LATE",2010,6,29,2,1,18:49:00,20:38:00,1504,TRUE,"29-Jun-10_LATE_2_1"
1570,"29-Jun-10_LATE_2",2010-06-29,180,"Common Eider","COEI","waterbird",2,19:59:00,109,2,218,18.85,"","flying","","Edward McLeod, Jeremy Hansen","duck","29-Jun-10","LATE",2010,6,29,2,1,18:49:00,20:38:00,1506,TRUE,"29-Jun-10_LATE_2_1"
1571,"29-Jun-10_LATE_2",2010-06-29,180,"Glaucous Gull","GLGU","waterbird",1,20:00:00,109,2,218,18.85,"","flying","","Edward McLeod, Jeremy Hansen","gull","29-Jun-10","LATE",2010,6,29,2,1,18:49:00,20:38:00,1507,TRUE,"29-Jun-10_LATE_2_1"
1572,"29-Jun-10_LATE_2",2010-06-29,180,"American Pipit","AMPI","passerine",1,20:03:00,109,2,218,18.85,"","singing","singing, flying","Edward McLeod, Jeremy Hansen","passerine","29-Jun-10","LATE",2010,6,29,2,1,18:49:00,20:38:00,1508,TRUE,"29-Jun-10_LATE_2_1"
1573,"29-Jun-10_LATE_2",2010-06-29,180,"Lapland Longspur","LALO","passerine",1,20:04:00,109,2,218,18.85,"","singing","singing, flying","Edward McLeod, Jeremy Hansen","passerine","29-Jun-10","LATE",2010,6,29,2,1,18:49:00,20:38:00,1509,TRUE,"29-Jun-10_LATE_2_1"
1574,"29-Jun-10_LATE_2",2010-06-29,180,"Lapland Longspur","LALO","passerine",2,20:17:00,109,2,218,18.85,"","singing","","Edward McLeod, Jeremy Hansen","passerine","29-Jun-10","LATE",2010,6,29,2,2,18:49:00,20:38:00,1510,TRUE,"29-Jun-10_LATE_2_2"
1575,"29-Jun-10_LATE_2",2010-06-29,180,"Short-eared Owl","SEOW","birdofprey",1,20:18:00,109,2,218,18.85,"","flying","","Edward McLeod, Jeremy Hansen","owl","29-Jun-10","LATE",2010,6,29,2,2,18:49:00,20:38:00,1511,TRUE,"29-Jun-10_LATE_2_2"
1576,"29-Jun-10_LATE_2",2010-06-29,180,"Lapland Longspur","LALO","passerine",2,20:19:00,109,2,218,18.85,"","singing","singing, flying","Edward McLeod, Jeremy Hansen","passerine","29-Jun-10","LATE",2010,6,29,2,2,18:49:00,20:38:00,1512,TRUE,"29-Jun-10_LATE_2_2"
1577,"29-Jun-10_LATE_2",2010-06-29,180,"Lapland Longspur","LALO","passerine",4,20:20:00,109,2,218,18.85,"","singing","singing, flying","Edward McLeod, Jeremy Hansen","passerine","29-Jun-10","LATE",2010,6,29,2,2,18:49:00,20:38:00,1513,TRUE,"29-Jun-10_LATE_2_2"
1578,"29-Jun-10_LATE_2",2010-06-29,180,"Common Eider","COEI","waterbird",10,20:22:00,109,2,218,18.85,"","flying","","Edward McLeod, Jeremy Hansen","duck","29-Jun-10","LATE",2010,6,29,2,2,18:49:00,20:38:00,1514,TRUE,"29-Jun-10_LATE_2_2"
1579,"29-Jun-10_LATE_2",2010-06-29,180,"Savannah Sparrow","SAVS","passerine",1,20:23:00,109,2,218,18.85,"","singing","","Edward McLeod, Jeremy Hansen","passerine","29-Jun-10","LATE",2010,6,29,2,3,18:49:00,20:38:00,1515,TRUE,"29-Jun-10_LATE_2_3"
1580,"29-Jun-10_LATE_2",2010-06-29,180,"Lapland Longspur","LALO","passerine",3,20:24:00,109,2,218,18.85,"","singing","singing, flying","Edward McLeod, Jeremy Hansen","passerine","29-Jun-10","LATE",2010,6,29,2,3,18:49:00,20:38:00,1516,TRUE,"29-Jun-10_LATE_2_3"
1581,"29-Jun-10_LATE_2",2010-06-29,180,"Lapland Longspur","LALO","passerine",2,20:25:00,109,2,218,18.85,"","singing","","Edward McLeod, Jeremy Hansen","passerine","29-Jun-10","LATE",2010,6,29,2,3,18:49:00,20:38:00,1518,TRUE,"29-Jun-10_LATE_2_3"
1582,"29-Jun-10_LATE_2",2010-06-29,180,"Semipalmated Sandpiper","SESA","shorebird",1,20:25:00,109,2,218,18.85,"","singing","singing, flying","Edward McLeod, Jeremy Hansen","shorebird","29-Jun-10","LATE",2010,6,29,2,3,18:49:00,20:38:00,1517,TRUE,"29-Jun-10_LATE_2_3"
1583,"29-Jun-10_LATE_2",2010-06-29,180,"Lapland Longspur","LALO","passerine",1,20:26:00,109,2,218,18.85,"","flying","","Edward McLeod, Jeremy Hansen","passerine","29-Jun-10","LATE",2010,6,29,2,3,18:49:00,20:38:00,1519,TRUE,"29-Jun-10_LATE_2_3"
1584,"29-Jun-10_LATE_2",2010-06-29,180,"Lapland Longspur","LALO","passerine",1,20:27:00,109,2,218,18.85,"","singing","singingl, flying","Edward McLeod, Jeremy Hansen","passerine","29-Jun-10","LATE",2010,6,29,2,3,18:49:00,20:38:00,1520,TRUE,"29-Jun-10_LATE_2_3"
1585,"29-Jun-10_LATE_2",2010-06-29,180,"Common Eider","COEI","waterbird",1,20:28:00,109,2,218,18.85,"","flying","","Edward McLeod, Jeremy Hansen","duck","29-Jun-10","LATE",2010,6,29,2,3,18:49:00,20:38:00,1521,TRUE,"29-Jun-10_LATE_2_3"
1586,"29-Jun-10_LATE_2",2010-06-29,180,"Semipalmated Sandpiper","SESA","shorebird",1,20:28:00,109,2,218,18.85,"","flying","","Edward McLeod, Jeremy Hansen","shorebird","29-Jun-10","LATE",2010,6,29,2,3,18:49:00,20:38:00,1522,TRUE,"29-Jun-10_LATE_2_3"
1587,"29-Jun-10_LATE_2",2010-06-29,180,"Short-eared Owl","SEOW","birdofprey",2,20:29:00,109,2,218,18.85,"","flying","","Edward McLeod, Jeremy Hansen","owl","29-Jun-10","LATE",2010,6,29,2,3,18:49:00,20:38:00,1523,TRUE,"29-Jun-10_LATE_2_3"
1588,"29-Jun-10_LATE_2",2010-06-29,180,"Black Guillemot","BLGU","waterbird",29,20:30:00,109,2,218,18.85,"","singing","singing, flying","Edward McLeod, Jeremy Hansen","other","29-Jun-10","LATE",2010,6,29,2,3,18:49:00,20:38:00,1524,TRUE,"29-Jun-10_LATE_2_3"
1589,"29-Jun-10_LATE_2",2010-06-29,180,"Glaucous Gull","GLGU","waterbird",1,20:30:00,109,2,218,18.85,"","flying","","Edward McLeod, Jeremy Hansen","gull","29-Jun-10","LATE",2010,6,29,2,3,18:49:00,20:38:00,1527,TRUE,"29-Jun-10_LATE_2_3"
1590,"29-Jun-10_LATE_2",2010-06-29,180,"Semipalmated Sandpiper","SESA","shorebird",1,20:30:00,109,2,218,18.85,"","flying","","Edward McLeod, Jeremy Hansen","shorebird","29-Jun-10","LATE",2010,6,29,2,3,18:49:00,20:38:00,1526,TRUE,"29-Jun-10_LATE_2_3"
1591,"29-Jun-10_LATE_2",2010-06-29,180,"Snow Bunting","SNBU","passerine",1,20:30:00,109,2,218,18.85,"","singing","singing, flying","Edward McLeod, Jeremy Hansen","passerine","29-Jun-10","LATE",2010,6,29,2,3,18:49:00,20:38:00,1525,TRUE,"29-Jun-10_LATE_2_3"
1592,"29-Jun-10_LATE_2",2010-06-29,180,"Lapland Longspur","LALO","passerine",2,20:32:00,109,2,218,18.85,"chick","singing","","Edward McLeod, Jeremy Hansen","passerine","29-Jun-10","LATE",2010,6,29,2,3,18:49:00,20:38:00,1528,TRUE,"29-Jun-10_LATE_2_3"
1593,"29-Jun-10_LATE_2",2010-06-29,180,"Lapland Longspur","LALO","passerine",13,20:34:00,109,2,218,18.85,"","singing","singning, flying","Edward McLeod, Jeremy Hansen","passerine","29-Jun-10","LATE",2010,6,29,2,3,18:49:00,20:38:00,1529,TRUE,"29-Jun-10_LATE_2_3"
1594,"29-Jun-10_LATE_2",2010-06-29,180,"Snow Bunting","SNBU","passerine",1,20:34:00,109,2,218,18.85,"","singing","","Edward McLeod, Jeremy Hansen","passerine","29-Jun-10","LATE",2010,6,29,2,3,18:49:00,20:38:00,1530,TRUE,"29-Jun-10_LATE_2_3"
1595,"29-Jun-10_LATE_2",2010-06-29,180,"Lapland Longspur","LALO","passerine",1,20:38:00,109,2,218,18.85,"chick","singing","","Edward McLeod, Jeremy Hansen","passerine","29-Jun-10","LATE",2010,6,29,2,3,18:49:00,20:38:00,1531,TRUE,"29-Jun-10_LATE_2_3"
1596,"9-Jun-11_EARLY_1",2011-06-09,160,"Glaucous Gull","GLGU","waterbird",2,16:52:00,92,2,184,20.55,"","displaying","","LeeJohn Meyook, Samuel McLeod","gull","9-Jun-11","EARLY",2011,6,9,1,1,16:52:00,18:24:00,1403,TRUE,"9-Jun-11_EARLY_1_1"
1597,"9-Jun-11_EARLY_1",2011-06-09,160,"Lapland Longspur","LALO","passerine",1,16:53:00,92,2,184,20.55,"","","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,1,16:52:00,18:24:00,1404,TRUE,"9-Jun-11_EARLY_1_1"
1598,"9-Jun-11_EARLY_1",2011-06-09,160,"Lapland Longspur","LALO","passerine",1,16:55:00,92,2,184,20.55,"","","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,1,16:52:00,18:24:00,1405,TRUE,"9-Jun-11_EARLY_1_1"
1599,"9-Jun-11_EARLY_1",2011-06-09,160,"Savannah Sparrow","SAVS","passerine",1,16:56:00,92,2,184,20.55,"","","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,1,16:52:00,18:24:00,1406,TRUE,"9-Jun-11_EARLY_1_1"
1600,"9-Jun-11_EARLY_1",2011-06-09,160,"Brant","BRAN","waterbird",3,16:58:00,92,2,184,20.55,"","perched","sitting on pond","LeeJohn Meyook, Samuel McLeod","duck","9-Jun-11","EARLY",2011,6,9,1,1,16:52:00,18:24:00,1407,TRUE,"9-Jun-11_EARLY_1_1"
1601,"9-Jun-11_EARLY_1",2011-06-09,160,"Semipalmated Sandpiper","SESA","shorebird",2,17:00:00,92,2,184,20.55,"","","","LeeJohn Meyook, Samuel McLeod","shorebird","9-Jun-11","EARLY",2011,6,9,1,1,16:52:00,18:24:00,1408,TRUE,"9-Jun-11_EARLY_1_1"
1602,"9-Jun-11_EARLY_1",2011-06-09,160,"Savannah Sparrow","SAVS","passerine",1,17:05:00,92,2,184,20.55,"","flying","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,1,16:52:00,18:24:00,1409,TRUE,"9-Jun-11_EARLY_1_1"
1603,"9-Jun-11_EARLY_1",2011-06-09,160,"Savannah Sparrow","SAVS","passerine",2,17:09:00,92,2,184,20.55,"","flying","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,1,16:52:00,18:24:00,1410,TRUE,"9-Jun-11_EARLY_1_1"
1604,"9-Jun-11_EARLY_1",2011-06-09,160,"Semipalmated Sandpiper","SESA","shorebird",1,17:11:00,92,2,184,20.55,"","flying","","LeeJohn Meyook, Samuel McLeod","shorebird","9-Jun-11","EARLY",2011,6,9,1,1,16:52:00,18:24:00,1411,TRUE,"9-Jun-11_EARLY_1_1"
1605,"9-Jun-11_EARLY_1",2011-06-09,160,"Lapland Longspur","LALO","passerine",1,17:13:00,92,2,184,20.55,"","flying","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,1,16:52:00,18:24:00,1412,TRUE,"9-Jun-11_EARLY_1_1"
1606,"9-Jun-11_EARLY_1",2011-06-09,160,"Lapland Longspur","LALO","passerine",1,17:15:00,92,2,184,20.55,"","flying","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,1,16:52:00,18:24:00,1413,TRUE,"9-Jun-11_EARLY_1_1"
1607,"9-Jun-11_EARLY_1",2011-06-09,160,"Lapland Longspur","LALO","passerine",1,17:15:00,92,2,184,20.55,"","flying","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,1,16:52:00,18:24:00,1414,TRUE,"9-Jun-11_EARLY_1_1"
1608,"9-Jun-11_EARLY_1",2011-06-09,160,"Semipalmated Sandpiper","SESA","shorebird",2,17:17:00,92,2,184,20.55,"","flying","","LeeJohn Meyook, Samuel McLeod","shorebird","9-Jun-11","EARLY",2011,6,9,1,2,16:52:00,18:24:00,1415,TRUE,"9-Jun-11_EARLY_1_2"
1609,"9-Jun-11_EARLY_1",2011-06-09,160,"Savannah Sparrow","SAVS","passerine",2,17:21:00,92,2,184,20.55,"","flying","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,2,16:52:00,18:24:00,1416,TRUE,"9-Jun-11_EARLY_1_2"
1610,"9-Jun-11_EARLY_1",2011-06-09,160,"Common Eider","COEI","waterbird",2,17:24:00,92,2,184,20.55,"","flying","","LeeJohn Meyook, Samuel McLeod","duck","9-Jun-11","EARLY",2011,6,9,1,2,16:52:00,18:24:00,1417,TRUE,"9-Jun-11_EARLY_1_2"
1611,"9-Jun-11_EARLY_1",2011-06-09,160,"Lapland Longspur","LALO","passerine",2,17:26:00,92,2,184,20.55,"","flying","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,2,16:52:00,18:24:00,1418,TRUE,"9-Jun-11_EARLY_1_2"
1612,"9-Jun-11_EARLY_1",2011-06-09,160,"Lapland Longspur","LALO","passerine",1,17:27:00,92,2,184,20.55,"","singing","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,2,16:52:00,18:24:00,1419,TRUE,"9-Jun-11_EARLY_1_2"
1613,"9-Jun-11_EARLY_1",2011-06-09,160,"Common Eider","COEI","waterbird",2,17:29:00,92,2,184,20.55,"","flying","pair","LeeJohn Meyook, Samuel McLeod","duck","9-Jun-11","EARLY",2011,6,9,1,2,16:52:00,18:24:00,1421,TRUE,"9-Jun-11_EARLY_1_2"
1614,"9-Jun-11_EARLY_1",2011-06-09,160,"Semipalmated Sandpiper","SESA","shorebird",3,17:29:00,92,2,184,20.55,"","displaying","","LeeJohn Meyook, Samuel McLeod","shorebird","9-Jun-11","EARLY",2011,6,9,1,2,16:52:00,18:24:00,1420,TRUE,"9-Jun-11_EARLY_1_2"
1615,"9-Jun-11_EARLY_1",2011-06-09,160,"Baird's Sandpiper","BASA","shorebird",1,17:30:00,92,2,184,20.55,"","displaying","","LeeJohn Meyook, Samuel McLeod","shorebird","9-Jun-11","EARLY",2011,6,9,1,2,16:52:00,18:24:00,1422,TRUE,"9-Jun-11_EARLY_1_2"
1616,"9-Jun-11_EARLY_1",2011-06-09,160,"Lapland Longspur","LALO","passerine",1,17:33:00,92,2,184,20.55,"","displaying","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,2,16:52:00,18:24:00,1423,TRUE,"9-Jun-11_EARLY_1_2"
1617,"9-Jun-11_EARLY_1",2011-06-09,160,"Lapland Longspur","LALO","passerine",1,17:35:00,92,2,184,20.55,"","perched","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,2,16:52:00,18:24:00,1424,TRUE,"9-Jun-11_EARLY_1_2"
1618,"9-Jun-11_EARLY_1",2011-06-09,160,"Lapland Longspur","LALO","passerine",2,17:35:00,92,2,184,20.55,"","displaying","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,2,16:52:00,18:24:00,1425,TRUE,"9-Jun-11_EARLY_1_2"
1619,"9-Jun-11_EARLY_1",2011-06-09,160,"Lapland Longspur","LALO","passerine",2,17:37:00,92,2,184,20.55,"","flying","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,2,16:52:00,18:24:00,1427,TRUE,"9-Jun-11_EARLY_1_2"
1620,"9-Jun-11_EARLY_1",2011-06-09,160,"Savannah Sparrow","SAVS","passerine",2,17:37:00,92,2,184,20.55,"","perched","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,2,16:52:00,18:24:00,1426,TRUE,"9-Jun-11_EARLY_1_2"
1621,"9-Jun-11_EARLY_1",2011-06-09,160,"Savannah Sparrow","SAVS","passerine",1,17:40:00,92,2,184,20.55,"","perched","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,2,16:52:00,18:24:00,1428,TRUE,"9-Jun-11_EARLY_1_2"
1622,"9-Jun-11_EARLY_1",2011-06-09,160,"Greater White-fronted Goose","GWFG","waterbird",8,17:45:00,92,2,184,20.55,"","flying","","LeeJohn Meyook, Samuel McLeod","duck","9-Jun-11","EARLY",2011,6,9,1,3,16:52:00,18:24:00,1429,TRUE,"9-Jun-11_EARLY_1_3"
1623,"9-Jun-11_EARLY_1",2011-06-09,160,"Lapland Longspur","LALO","passerine",1,17:46:00,92,2,184,20.55,"","flying","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,3,16:52:00,18:24:00,1430,TRUE,"9-Jun-11_EARLY_1_3"
1624,"9-Jun-11_EARLY_1",2011-06-09,160,"Rough-legged Hawk","RLHA","birdofprey",1,17:48:00,92,2,184,20.55,"","flying","","LeeJohn Meyook, Samuel McLeod","hawk","9-Jun-11","EARLY",2011,6,9,1,3,16:52:00,18:24:00,1431,TRUE,"9-Jun-11_EARLY_1_3"
1625,"9-Jun-11_EARLY_1",2011-06-09,160,"Glaucous Gull","GLGU","waterbird",1,17:49:00,92,2,184,20.55,"","flying","","LeeJohn Meyook, Samuel McLeod","gull","9-Jun-11","EARLY",2011,6,9,1,3,16:52:00,18:24:00,1432,TRUE,"9-Jun-11_EARLY_1_3"
1626,"9-Jun-11_EARLY_1",2011-06-09,160,"Savannah Sparrow","SAVS","passerine",2,17:49:00,92,2,184,20.55,"","flying","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,3,16:52:00,18:24:00,1433,TRUE,"9-Jun-11_EARLY_1_3"
1627,"9-Jun-11_EARLY_1",2011-06-09,160,"Sandhill Crane","SACR","na",1,17:52:00,92,2,184,20.55,"","","walking","LeeJohn Meyook, Samuel McLeod","other","9-Jun-11","EARLY",2011,6,9,1,3,16:52:00,18:24:00,1434,TRUE,"9-Jun-11_EARLY_1_3"
1628,"9-Jun-11_EARLY_1",2011-06-09,160,"Savannah Sparrow","SAVS","passerine",1,17:53:00,92,2,184,20.55,"","flying","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,3,16:52:00,18:24:00,1435,TRUE,"9-Jun-11_EARLY_1_3"
1629,"9-Jun-11_EARLY_1",2011-06-09,160,"Common Eider","COEI","waterbird",12,17:55:00,92,2,184,20.55,"","perched","","LeeJohn Meyook, Samuel McLeod","duck","9-Jun-11","EARLY",2011,6,9,1,3,16:52:00,18:24:00,1436,TRUE,"9-Jun-11_EARLY_1_3"
1630,"9-Jun-11_EARLY_1",2011-06-09,160,"Common Eider","COEI","waterbird",18,17:55:00,92,2,184,20.55,"","perched","","LeeJohn Meyook, Samuel McLeod","duck","9-Jun-11","EARLY",2011,6,9,1,3,16:52:00,18:24:00,1437,TRUE,"9-Jun-11_EARLY_1_3"
1631,"9-Jun-11_EARLY_1",2011-06-09,160,"Glaucous Gull","GLGU","waterbird",2,17:56:00,92,2,184,20.55,"","perched","","LeeJohn Meyook, Samuel McLeod","gull","9-Jun-11","EARLY",2011,6,9,1,3,16:52:00,18:24:00,1438,TRUE,"9-Jun-11_EARLY_1_3"
1632,"9-Jun-11_EARLY_1",2011-06-09,160,"Common Eider","COEI","waterbird",2,17:57:00,92,2,184,20.55,"","perched","","LeeJohn Meyook, Samuel McLeod","duck","9-Jun-11","EARLY",2011,6,9,1,3,16:52:00,18:24:00,1439,TRUE,"9-Jun-11_EARLY_1_3"
1633,"9-Jun-11_EARLY_1",2011-06-09,160,"Savannah Sparrow","SAVS","passerine",1,18:02:00,92,2,184,20.55,"","displaying","","LeeJohn Meyook, Samuel McLeod","passerine","9-Jun-11","EARLY",2011,6,9,1,3,16:52:00,18:24:00,1440,TRUE,"9-Jun-11_EARLY_1_3"
1634,"9-Jun-11_EARLY_1",2011-06-09,160,"Canada Goose","CAGO","waterbird",2,18:04:00,92,2,184,20.55,"","perched","","LeeJohn Meyook, Samuel McLeod","duck","9-Jun-11","EARLY",2011,6,9,1,3,16:52:00,18:24:00,1441,TRUE,"9-Jun-11_EARLY_1_3"
1635,"9-Jun-11_EARLY_1",2011-06-09,160,"Canada Goose","CAGO","waterbird",2,18:05:00,92,2,184,20.55,"","perched","","LeeJohn Meyook, Samuel McLeod","duck","9-Jun-11","EARLY",2011,6,9,1,3,16:52:00,18:24:00,1442,TRUE,"9-Jun-11_EARLY_1_3"
1636,"9-Jun-11_EARLY_1",2011-06-09,160,"American Wigeon","AMWI","waterbird",3,18:10:00,92,2,184,20.55,"","perched","","LeeJohn Meyook, Samuel McLeod","duck","9-Jun-11","EARLY",2011,6,9,1,3,16:52:00,18:24:00,1443,TRUE,"9-Jun-11_EARLY_1_3"
1637,"9-Jun-11_EARLY_1",2011-06-09,160,"Northern Shoveler","NSHO","waterbird",1,18:10:00,92,2,184,20.55,"","perched","","LeeJohn Meyook, Samuel McLeod","duck","9-Jun-11","EARLY",2011,6,9,1,3,16:52:00,18:24:00,1444,TRUE,"9-Jun-11_EARLY_1_3"
1638,"9-Jun-11_EARLY_1",2011-06-09,160,"Red-throated Loon","RTLO","waterbird",3,18:21:00,92,2,184,20.55,"","perched","","LeeJohn Meyook, Samuel McLeod","duck","9-Jun-11","EARLY",2011,6,9,1,3,16:52:00,18:24:00,1445,TRUE,"9-Jun-11_EARLY_1_3"
1639,"9-Jun-11_EARLY_1",2011-06-09,160,"Glaucous Gull","GLGU","waterbird",2,18:24:00,92,2,184,20.55,"","perched","","LeeJohn Meyook, Samuel McLeod","gull","9-Jun-11","EARLY",2011,6,9,1,3,16:52:00,18:24:00,1446,TRUE,"9-Jun-11_EARLY_1_3"
1640,"9-Jun-12_EARLY_1",2012-06-09,161,"Semipalmated Plover","SEPL","shorebird",1,12:16:00,77,3,231,18.2,"","singing","","Edward McLeod, Samuel McLeod, Cameron Eckert","shorebird","9-Jun-12","EARLY",2012,6,9,1,1,12:16:00,13:33:00,1,TRUE,"9-Jun-12_EARLY_1_1"
1641,"9-Jun-12_EARLY_1",2012-06-09,161,"Lapland Longspur","LALO","passerine",4,12:17:00,77,3,231,18.2,"","singing","singing, flying","Edward McLeod, Samuel McLeod, Cameron Eckert","passerine","9-Jun-12","EARLY",2012,6,9,1,1,12:16:00,13:33:00,2,TRUE,"9-Jun-12_EARLY_1_1"
1642,"9-Jun-12_EARLY_1",2012-06-09,161,"King Eider","KIEI","waterbird",1,12:18:00,77,3,231,18.2,"","feeding","","Edward McLeod, Samuel McLeod, Cameron Eckert","duck","9-Jun-12","EARLY",2012,6,9,1,1,12:16:00,13:33:00,3,TRUE,"9-Jun-12_EARLY_1_1"
1643,"9-Jun-12_EARLY_1",2012-06-09,161,"Semipalmated Sandpiper","SESA","shorebird",1,12:19:00,77,3,231,18.2,"","flying","","Edward McLeod, Samuel McLeod, Cameron Eckert","shorebird","9-Jun-12","EARLY",2012,6,9,1,1,12:16:00,13:33:00,4,TRUE,"9-Jun-12_EARLY_1_1"
1644,"9-Jun-12_EARLY_1",2012-06-09,161,"Common Eider","COEI","waterbird",2,12:20:00,77,3,231,18.2,"","flying","","Edward McLeod, Samuel McLeod, Cameron Eckert","duck","9-Jun-12","EARLY",2012,6,9,1,1,12:16:00,13:33:00,6,TRUE,"9-Jun-12_EARLY_1_1"
1645,"9-Jun-12_EARLY_1",2012-06-09,161,"White-rumped Sandpiper","WRSA","waterbird",1,12:20:00,77,3,231,18.2,"","displaying","","Edward McLeod, Samuel McLeod, Cameron Eckert","duck","9-Jun-12","EARLY",2012,6,9,1,1,12:16:00,13:33:00,5,TRUE,"9-Jun-12_EARLY_1_1"
1646,"9-Jun-12_EARLY_1",2012-06-09,161,"Semipalmated Sandpiper","SESA","shorebird",2,12:21:00,77,3,231,18.2,"","displaying","","Edward McLeod, Samuel McLeod, Cameron Eckert","shorebird","9-Jun-12","EARLY",2012,6,9,1,1,12:16:00,13:33:00,7,TRUE,"9-Jun-12_EARLY_1_1"
1647,"9-Jun-12_EARLY_1",2012-06-09,161,"Semipalmated Sandpiper","SESA","shorebird",1,12:22:00,77,3,231,18.2,"","feeding","","Edward McLeod, Samuel McLeod, Cameron Eckert","shorebird","9-Jun-12","EARLY",2012,6,9,1,1,12:16:00,13:33:00,8,TRUE,"9-Jun-12_EARLY_1_1"
1648,"9-Jun-12_EARLY_1",2012-06-09,161,"Snow Bunting","SNBU","passerine",1,12:22:00,77,3,231,18.2,"","flying","flyinging","Edward McLeod, Samuel McLeod, Cameron Eckert","passerine","9-Jun-12","EARLY",2012,6,9,1,1,12:16:00,13:33:00,9,TRUE,"9-Jun-12_EARLY_1_1"
1649,"9-Jun-12_EARLY_1",2012-06-09,161,"Semipalmated Plover","SEPL","shorebird",1,12:23:00,77,3,231,18.2,"","feeding","","Edward McLeod, Samuel McLeod, Cameron Eckert","shorebird","9-Jun-12","EARLY",2012,6,9,1,1,12:16:00,13:33:00,10,TRUE,"9-Jun-12_EARLY_1_1"
1650,"9-Jun-12_EARLY_1",2012-06-09,161,"Common Eider","COEI","waterbird",2,12:28:00,77,3,231,18.2,"","flying","","Edward McLeod, Samuel McLeod, Cameron Eckert","duck","9-Jun-12","EARLY",2012,6,9,1,1,12:16:00,13:33:00,11,TRUE,"9-Jun-12_EARLY_1_1"
1651,"9-Jun-12_EARLY_1",2012-06-09,161,"Semipalmated Plover","SEPL","shorebird",1,12:29:00,77,3,231,18.2,"","flying","","Edward McLeod, Samuel McLeod, Cameron Eckert","shorebird","9-Jun-12","EARLY",2012,6,9,1,1,12:16:00,13:33:00,12,TRUE,"9-Jun-12_EARLY_1_1"
