observation.date,common.name,observation.count,juvenile.count,egg.count,phenological.stage,unclear how many eggs,problematic,breed,behaviour,notes,age.sex,breeding.code,breeding.category,behavior.code,breeding.possibility,sampling.time,survey.id,doy,spec.code,time,num.observers,sampling.effort,effort.multiplier,observers,date,period,year,month,day,survey.num,transect,start.time,end.time,rec.num,end.time.filled,transect.id,scientific.name,locality,protocol.type
1986-06-18,Ruddy Turnstone,NA,0,4,nest_w_eggs,NA,NA,NA,NA,Not counted; Nest with 4 eggs; Nest ,,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arenaria interpres,Qikiqtaruk (Herschel Island),Historical
1986-07-06,American Golden-Plover,NA,NA,NA,nest,NA,NA,NA,NA,Not counted; Nest - ,,ON,C4,ON,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pluvialis dominica,Qikiqtaruk (Herschel Island),Historical
1986-07-01,American Golden-Plover,NA,0,4,nest_w_eggs,NA,NA,NA,NA,Not counted; Nest with 4 eggs; Nest - ,,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pluvialis dominica,Qikiqtaruk (Herschel Island),Historical
1986-07-05,American Golden-Plover,NA,NA,NA,nest_w_chicks,NA,NA,NA,NA,Not counted; 8 nests-1st hatch July 5; Habitat: Arctic Coast,,NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pluvialis dominica,Qikiqtaruk (Herschel Island),Historical
1986-07-05,Common Eider,NA,NA,NA,nest_w_chicks,NA,NA,NA,NA,Not counted; 8 nests-first hatch July 5.; Habitat: Arctic Coast,,NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk (Herschel Island),Historical
1986-07-03,Lapland Longspur,NA,NA,NA,nest_w_chicks,NA,NA,NA,NA,Not counted; 16 nests- first hatch July 3.; Habitat: Arctic Coast,,NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk (Herschel Island),Historical
1986-07-01,Long-tailed Jaeger,NA,NA,NA,nest,NA,NA,NA,NA,Not counted; Nest - nest ,,ON,C4,ON,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stercorarius longicaudus,Qikiqtaruk (Herschel Island),Historical
1986-07-03,Red-throated Loon,NA,0,0,nest,NA,NA,NA,NA,"One of two nests, both failed just before or after hatch.; 2nd of two nests, both failed just before or after hatch.",,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gavia stellata,Qikiqtaruk (Herschel Island),Historical
1986-07-01,Rock Ptarmigan,NA,0,0,nest_w_chicks,NA,NA,NA,NA,Not counted; 4 nests-first hatch July 1.; Habitat: Arctic Coast,,NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lagopus muta,Qikiqtaruk (Herschel Island),Historical
1986-07-06,Semipalmated Plover,NA,0,0,nest_w_chicks,NA,NA,NA,NA,Not counted; 6 nests-first hatch July 6.; Habitat: Arctic Coast,,NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk (Herschel Island),Historical
1986-07-08,Snow Bunting,NA,0,6,nest_w_eggs_chicks,NA,NA,NA,NA,Not counted; 6 nests- 3 to 6 eggs- first hatch July 8.; Habitat: Arctic Coast,,NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk (Herschel Island),Historical
1986-07-17,Snow Bunting,NA,0,4,nest_w_eggs,NA,NA,NA,NA,Not counted; Nest with 4 eggs; In warehouse.; second nest In roof box.; Habitat: Arctic Coast,,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk (Herschel Island),Historical
1996-08-05,Black Guillemot,20,NA,NA,nest_w_chicks,NA,NA,NA,NA,20 adults including 1 with white chin. Feeding young in nest boxes in house; carrying fish in from the ocean.,,FY,C4,FY,Confirmed,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cepphus grylle,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
1996-08-05,Common Eider,36,16,0,nest_w_chicks,NA,NA,NA,NA,3 ad fem with 12 young; one adult fem with 4 young; 1 ad male; 15 roosting on point.,"Unknown Sex, Juvenile (16); Male, Adult (1); Female, Adult (4)",FL,C4,FL,Confirmed,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
1996-08-13,Common Eider,9,4,0,nest_w_chicks,NA,NA,NA,NA,includes 1 ad fem. with 4 half-grown young.,"Unknown Sex, Juvenile (4); Female, Adult (1)",FL,C4,FL,Confirmed,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
1996-08-06,Common Redpoll,10,2,0,nest_w_chicks,NA,NA,NA,NA,including 1 ad regurgitating white yuck to full fledgling.,"Unknown Sex, Juvenile (3); Unknown Sex, Adult (1)",FY,C4,FY,Confirmed,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthis flammea,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
1996-08-05,Long-tailed Jaeger,8,2,0,nest_w_chicks,NA,NA,NA,NA,"includes pair of adults with 2 full grown young, one being fed.","Female, Adult (1); Unknown Sex, Juvenile (2); Male, Adult (1)",FY,C4,FY,Confirmed,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stercorarius longicaudus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
1996-08-08,Peregrine Falcon,6,4,0,nest_w_chicks,NA,NA,NA,NA,Pair at nest with 4 3/4-grown young.,"Female, Adult (1); Male, Adult (1); Unknown Sex, Juvenile (4)",NY,C4,NY,Confirmed,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Falco peregrinus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
1996-08-07,Red-throated Loon,3,1,0,nest_w_chicks,NA,NA,NA,NA,,"Unknown Sex, Juvenile (1); Unknown Sex, Adult (2)",FL,C4,FL,Confirmed,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gavia stellata,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
1996-08-05,Red-throated Loon,5,1,0,nest_w_chicks,NA,NA,NA,NA,2 ads with downy young; plus another pair flying.,"Unknown Sex, Adult (4); Unknown Sex, Juvenile (1)",FL,C4,FL,Confirmed,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gavia stellata,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
1996-08-08,Rock Ptarmigan,10,9,0,nest_w_chicks,NA,NA,NA,NA,1 ad fem. with 9 3/4-grown young.,"Unknown Sex, Juvenile (9); Female, Adult (1)",FL,C4,FL,Confirmed,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lagopus muta,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
1996-08-14,Rough-legged Hawk,4,3,0,nest_w_chicks,NA,NA,NA,NA,1 ad with 3 young at nest.,"Unknown Sex, Adult (1); Unknown Sex, Juvenile (3)",NY,C4,NY,Confirmed,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
1996-08-10,Rough-legged Hawk,4,3,0,nest_w_chicks,NA,NA,NA,NA,"1 ad, 3 young at nest.","Unknown Sex, Adult (1); Unknown Sex, Juvenile (3)",NY,C4,NY,Confirmed,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
1996-08-09,Rough-legged Hawk,4,3,0,nest_w_chicks,NA,NA,NA,NA,1 ad. 3 juv at nest on bluff. Fully feathered young.,"Unknown Sex, Adult (1); Unknown Sex, Juvenile (3)",NY,C4,NY,Confirmed,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
1996-08-05,Snow Bunting,20,NA,NA,nest_w_chicks,NA,NA,NA,NA,"including juvs, some with short tails.",,FL,C4,FL,Confirmed,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
1996-08-15,Tundra Swan,8,2,0,nest_w_chicks,NA,NA,NA,NA,Includes 2 adutls with 2 young; and 2 other pairs.,"Unknown Sex, Juvenile (2); Unknown Sex, Adult (6)",FL,C4,FL,Confirmed,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cygnus columbianus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
1999-07-17,Peregrine Falcon,5,1,0,nest_w_chicks,NA,NA,NA,NA,Herschel bird survey; one of four nests;  Behaviour: Nest with 1 nestling;  Habitat: Arctic Coast,,NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Falco peregrinus,Qikiqtaruk (Herschel Island),Historical
1999-07-17,Rough-legged Hawk,39,NA,NA,pre_nesting,NA,NA,NA,NA,Herschel bird survey;  Behaviour: Seven pairs;  Habitat: Arctic Coast; 15 nests; total of 7 chicks in 4 nests; Habitat: Arctic Coast,,NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Qikiqtaruk (Herschel Island),Historical
1999-07-17,Snowy Owl,104,NA,NA,nest,NA,NA,NA,NA,Herschel bird survey;  Behaviour: Thirty five pairs;  four nests; Habitat: Arctic Coast,,ON,C4,ON,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk (Herschel Island),Historical
2000-07-16,Common Eider,10,NA,NA,NA,NA,NA,NA,NA,,,FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk (Herschel Island),Incidental
2002-07-26,Black Guillemot,42,NA,NA,NA,NA,NA,NA,NA,,,NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cepphus grylle,Qikiqtaruk--Pauline Cove/Simpson Point,Incidental
2005-06-11,Lapland Longspur,NA,0,6,nest_w_eggs,NA,NA,NA,NA,"Nest: 6 eggs; base of hummock; Habitat: Nest lining: white feathers; Description: south facing at base of hummock; Location: in plot, near southwest corner (75m north of: 69.5761 -138.91759)",,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Yukon North Slope--PRISM nest11,Historical
2005-06-11,Lapland Longspur,NA,3,1,nest_w_eggs_chicks,NA,NA,NA,NA,"Nest: 1 eggs, 3 nestlings; Habitat: Description: south facing at base of hummock; Location: in plot S2P2S, near northwest corner (75m south of 69.57883 -138.91747)",,NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Yukon North Slope--PRISM nest12,Historical
2005-07-24,American Pipit,3,1,0,nest_w_chicks,NA,NA,NA,NA,"2 ads. with 1 recently fledged, short-tailed young.","Male, Adult (1); Female, Adult (1); Unknown Sex, Juvenile (1)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Workboat Passage,Historical
2005-07-25,Baird's Sandpiper,4,3,0,nest_w_chicks,NA,NA,NA,NA,1 ad. 2 juv. and 1 baby.,"Unknown Sex, Juvenile (3); Unknown Sex, Adult (1)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris bairdii,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2005-07-27,Baird's Sandpiper,5,2,0,nest_w_chicks,NA,NA,NA,NA,,"Unknown Sex, Adult (3); Unknown Sex, Juvenile (2)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris bairdii,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2005-07-21,Common Eider,19,14,0,nest_w_chicks,NA,NA,NA,NA,includes 14 tiny ducklings.,"Unknown Sex, Juvenile (14); Unknown Sex, Adult (5)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2005-07-22,Common Eider,15,4,0,nest_w_chicks,NA,NA,NA,NA,includes 1 ad. fem with 4 ducklings.,"Female, Adult (11); Unknown Sex, Juvenile (4)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2005-07-27,Common Eider,40,8,0,nest_w_chicks,NA,NA,NA,NA,includes 2 ad fem. with 8 young.,"Unknown Sex, Juvenile (8); Female, Adult (30); Male, Adult (2)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2005-07-27,Peregrine Falcon,2,4,0,nest_w_chicks,NA,NA,NA,NA,2 adults at nest with 4 young on west bluffs.,"Male, Adult (1); Female, Adult (1)",NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Falco peregrinus,Qikiqtaruk--west shore,Historical
2005-07-24,Rough-legged Hawk,2,1,0,nest_w_chicks,NA,NA,NA,NA,two adults at stick nest on top of navigation tower.,"Male, Adult (1); Female, Adult (1)",ON,C4,ON,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Workboat Passage,Historical
2005-07-25,Savannah Sparrow,3,1,0,nest_w_chicks,NA,NA,NA,NA,,"Unknown Sex, Adult (2); Unknown Sex, Juvenile (1)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Passerculus sandwichensis,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2005-07-26,Semipalmated Sandpiper,16,2,0,nest_w_chicks,NA,NA,NA,NA,includes 2 babies.,"Unknown Sex, Juvenile (12); Unknown Sex, Adult (4)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2005-07-21,Semipalmated Sandpiper,15,10,0,nest_w_chicks,NA,NA,NA,NA,"includes ad. with 3 fluffy young; also, 5 fresh juvs.","Unknown Sex, Juvenile (10); Unknown Sex, Adult (5)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2005-07-22,Semipalmated Sandpiper,15,11,0,nest_w_chicks,NA,NA,NA,NA,4 ad. 8 juv. 3 babies.,"Unknown Sex, Juvenile (11); Unknown Sex, Adult (4)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2005-07-23,Semipalmated Sandpiper,15,3,0,nest_w_chicks,NA,NA,NA,NA,includes 3 babies.,"Unknown Sex, Adult (4); Unknown Sex, Juvenile (11)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2005-07-25,Snow Bunting,14,7,0,nest_w_chicks,NA,NA,NA,NA,pair of adults feeding young in nest on building.,"Female, Adult (1); Unknown Sex, Juvenile (7); Male, Adult (6)",ON,C4,ON,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2005-07-21,Snow Bunting,13,6,0,nest,NA,NA,NA,NA,,"Unknown Sex, Juvenile (6); Female, Adult (1); Male, Adult (6)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2006-06-13,Semipalmated Plover,1,0,4,nest_w_eggs,NA,NA,NA,NA,SEPL nest with 4 eggs on gravelly beach,,NE,C4,NE,Confirmed,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2006-06-12,Semipalmated Plover,NA,0,4,nest_w_eggs,NA,NA,NA,NA,"Nest: 4 eggs; Habitat: gravelly beach; Location: Herschel, Pauline Cove, by tent shelter",,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2006-08-18,Black Guillemot,40,NA,NA,NA,NA,NA,NA,NA,,"Unknown Sex, Adult (40)",FY,C4,FY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cepphus grylle,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2006-08-15,Common Eider,17,4,0,nest_w_chicks,NA,NA,NA,NA,,"Female, Adult (13); Unknown Sex, Juvenile (4)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2006-08-20,Common Eider,7,6,0,nest_w_chicks,NA,NA,NA,NA,,"Unknown Sex, Juvenile (6); Female, Adult (1)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2006-08-19,Common Eider,12,6,0,nest_w_chicks,NA,NA,NA,NA,,"Female, Adult (1); Unknown Sex, Juvenile (6)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2006-08-14,Common Eider,17,4,0,nest_w_chicks,NA,NA,NA,NA,,"Unknown Sex, Juvenile (4); Female, Adult (13)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2006-08-18,Northern Pintail,4,3,0,nest_w_chicks,NA,NA,NA,NA,1 ad. fem. with 3 3/4-grown young.,"Unknown Sex, Juvenile (3); Female, Adult (1)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anas acuta,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2007-06-20,Common Eider,20,NA,NA,NA,NA,NA,NA,NA,,,ON,C4,ON,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2007-06-23,Common Eider,40,NA,NA,nest_w_eggs,NA,NA,NA,NA,3 eider nests with eggs found.,,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2007-06-18,Common Eider,20,NA,NA,nest,NA,NA,NA,NA,10 pairs; 1 nest.,"Female, Adult (10); Male, Adult (10)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2007-06-22,Common Eider,20,NA,NA,nest_w_eggs,NA,NA,NA,NA,Adult female sitting tight on nest with eggs.,,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2007-06-21,Common Redpoll,12,NA,NA,nest,NA,NA,NA,NA,includes pair at nest with no eggs yet.,,ON,C4,ON,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthis flammea,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2007-06-23,Common Redpoll,2,0,2,nest_w_eggs,NA,NA,NA,NA,CORE nest in driftwood stump now has 2 blue eggs.,,NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthis flammea,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2007-06-18,Lapland Longspur,12,0,5,nest_w_eggs,NA,NA,NA,NA,"one nest: fem. on nest, grass cup ground nest lined with feathers. 5 eggs dark brown with darker brown spots. nest sheltered on east side of log. Habitat: grassy ridges around mission house ponds with lots of large driftwood.",,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2007-06-21,Least Sandpiper,2,0,1,nest_w_eggs,NA,NA,NA,NA,LESA pair at nest with one egg.,"Male, Adult (1); Female, Adult (1)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris minutilla,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2007-06-20,Peregrine Falcon,7,1,0,nest,NA,NA,NA,NA,3 pairs on nests; plus a cruising 1st year bird.,"Female, Adult (3); Male, Adult (3); Unknown Sex, Immature (1)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Falco peregrinus,Qikiqtaruk--Bell Bluff--east,Historical
2007-06-20,Rough-legged Hawk,6,0,0,nest,NA,NA,NA,NA,3 pairs on nests.,"Male, Adult (3); Female, Adult (3)",ON,C4,ON,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Qikiqtaruk--Bell Bluff--east,Historical
2007-06-18,Savannah Sparrow,4,0,5,nest_w_eggs,NA,NA,NA,NA,"one nest: flushed ad. off nest. 5 eggs, pale green with mottled brown at end. Grass cup ground-nest with fine grass under cover of slightly taller grass and dwarf willow. habitat: wet tundra with patches of low shrub NW of whalers graves.",,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Passerculus sandwichensis,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2007-06-19,Semipalmated Sandpiper,8,0,4,nest_w_eggs,NA,NA,NA,NA,"1 nest: ad. on nest, 4 eggs pale grown with dark brown mottling, grass cup nest lined with leaves. Habitat: dry tundra ridge adjacent to pond.","Unknown Sex, Adult (8)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2007-06-21,Short-eared Owl,2,0,2,nest_w_eggs,NA,NA,NA,NA,pair at nest with 2 eggs.,"Male, Adult (1); Female, Adult (1)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asio flammeus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
